userid,comment,count_feed_id
1644563599.0,"Ada 7 yaitu merah, jingga, kuning, hijau, biru, nila, ungu (MeJiKuHiBiNiU)@nagitasari19 @permatasariulfah @daniandhini @ramadhanimalika @chyntyamayangsari @dheaputripratiwi @melishaanggraeni @endang_sugiharto @marshasya @audinaayusyahfitri @airinindahyanti @rahmadwidodo1994 @syntanurkhasanahhhhhhhh @ajengkartikawinataa @natasyafebi @rahayubali @jihannabilar01",4
522283190.0,B #1212GiveawayFeed @morintanp,4
1475640295.0,"Bismillahirrahmanirrahim, aku MAU MAU MAU 😍😍😍@benazil  @tutidomo12345@muhammadassadhilallulfitri@riskykhairunissaputri@ahmadhendrayadin",4
1791087655.0,Mau Magetan @entik95 @tridarmawatiningsih #1212birthdaysale #shopeeid,4
590201731.0,Handphone dan baju #ShopeeFeedGiveaway,4
543530471.0,"MAU banget kak,, @wildanbl @qomqomaria @dinakamila20  bismillah semoga beruntung",4
537535451.0,Handphone dan Baju #ShopeeFeedGiveaway,4
1791087655.0,"Mau mau mau yuk kawan follow toko @badunkshop jangan lupa ikuti giveaway,nya ya kawan kawan @entik95@tridarmawatiningsih @casanovamedioen @retnolestari90",4
498084017.0,"Mauuu bnget kakkk 💚💚💚💚Yuk temen* follow toko kak @erlinagrosir ,Dan ikut giveaway nya yuk 😇@lailamboh@novitaayu30@ernakorniati26@desyratnasari26 @putri.ayuningtyas15 @renijambi#giveaway #shopeefeed #voucher Semoga beruntung  😇",4
1903894731.0,MAU  ❤️ Bismillah Semoga rejeki q @momazka25 @rafankhurota @anisavirzia @anie5afria @kayyisaai,4
1395417237.0,Claim voucher @badunkshop dan BIGSALE menarik lainnya sekarang! 😗😊,4
1178671413.0,MAU dong @azvi_vivin @ikenurmaidah10 #1212shopeetraktiriphone,4
629224306.0,Handphone dan baju#shopeefeedgiveaway,4
1586813214.0,🎉Cari Kacamata Original??🎉Cek Toko Kami @optikmurahjombang-Sedia berbagai model frame Original-Lensa Anti Radiasi-Lensa Photochromic Grey@optikmurahjombang,4
1572755363.0,warna baju dan hp #shopeefeedgiveaway,4
1178671413.0,"Saya ingin tas TP205 impian saya ingin keliling dunia bersama orang tua, @azvi_vivin @ikenurmaidah10. Saya juga ingin memberangkatkan orang tua pergi haji. Amin #1212myfeed #Giveaway #fashion",4
1571548052.0,Kunjungi toko kita yuk @amanahshop197 banyak alat rumah tangga dan alat kecantikan yang bagus” loh. Jangan lupa di follow juga 😊🙏,4
1808448403.0,DONE @nurulbaidoh @wildimaliki15 @vinisihombing28 @afniaaf8 @fauziag231 #giveaway,4
927817669.0,B #1212GiveawayFeed @keukeutB #1212GiveawayFeed @keukeut,4
645529230.0,"Cek koleksi baju wanita #brandedoriginal Old Navy, Esprit, Gap, H&M dll, silahkan #cektoko @gionasugiono",4
629622244.0,Baju dan HP 😊 #ShopeeFeedGiveaway,4
1903894731.0,"Ada 7 Warna ❤️ Bismillah semoga rejeki q, Aamiin 🤲. Yuk guys ikutan @momazka25@anisavirzia@anie5afria@rafankhurota@kayyisaai",4
1102206434.0,Baju dan handphone #shopeefeedgiveaway,4
1701618561.0,SIAP #SHOPEEFEED,4
1645492211.0,mau banget shinjumi vita c white essence buat atasain masalah wajah aku. Aku juga udh liat review di youtube dan jatuh Cinta sama hasilnya. Apalah daya blm ada rezekinya. Bismillah semoga rezekinya di giveaway ini aminnn... 🙏😇Yuk ikutan @meeng_ @kanzul_arsayh06 @adindafauziah22 @fayza2226 @novitaayu30 #shinjumivitacwhiteessence #beauty #giveaway,4
1903894731.0,DONE ❤️ Bismillahirrahmanirrahim semoga rejeki q @momazka25 @anisavirzia @kayyisaai @anie5afria @rafankhurota,4
1716371563.0,Kakk masih readykah?? harga bisa kurang tdk kak?,4
1178671413.0,"Saya ingin tas TP205 impian saya ingin keliling dunia bersama orang tua, @azvi_vivin @ikenurmaidah10. Saya juga ingin memberangkatkan orang tua pergi haji. Amin#1212myfeed #Giveaway #fashion",4
943431337.0,B #1212GiveawayFeed @mbakmenil,4
1357834209.0,Asyiiikkkk lg banyak bonusnya nih bli masker namo di @dyn_clothingline...yg pasti dijamin ori 100% jangan sampe ketinggalan ya...😉😉,4
1855483179.0,MASKER HERBAL @suparmililik27 @istiprihanani @umirisac @nikki_fajri @vira092 #beauty #giveaway  #shopeefeed,4
1645492211.0,Mauuu kaaa. Mau tas ransel TP083 dan sepatu SP005 warna hitam. Dari dulu kepengen punya tas sama sepatu dari @elvicolletion. Tapi blm ada rezekinya. Aku juga selalu ikut giveaway @elvicolletion. Bismillah semoga rezekinya di giveaway ke3 aminnnn🙏🙏.Yuk ikutan don't forget to follow yaaa guysss. @meeng_@kanzul_arsayh06@fayza2226@adindafauziah22@novitaayu30#1212MyFeed #Giveaway #fashion,4
1146249399.0,Warna baju dan warna handphone#ShopeeFeedGiveaway,4
652795223.0,Mau @ajengmailani199 @asyifafauziyyah @ridhamutiaa,4
379631249.0,"Rp 10.000,- CUCI GUDANG hijab dewasahttps://shopee.co.id/yellopedia",4
126795021.0,"HI SISTA SY,  @levinshop silahkan diliat2 lapak sy y.. ADA ##XTRA GRATIS ONGKIR## DAN DISKKON PRODUKK.. DIJAMIN ORI.... HAPPY SHOPPING..",4
498084017.0,"""BISMILLAH, YUK IKUTAN GIVEAWAY""💚💚@lailamboh @novitaayu30 @ernakorniati26@desyratnasari26 @putri.ayuningtyas15 #shopeefeedgiveaway",4
1922781815.0,@robyatul. @luay_ahmad @nur_hamiyah Pengen hadiah  SEPATU WANITA SP006 SNEAKER OLAHRAGA KEKINIAN warna pink Impian saya bisa membuka usaha kecil-kecil an apa lagi bisa menjual produk dari toko ini  dan yg pasti impian saya juga ingin  memenangkan giveaway ini😄😄 bismillah semoga menang 💪💪,4
381454398.0,MAU,4
2016746149.0,Warna baju dan handphone nya berbeda #shopeefeedgiveaway,4
127048425.0,FROZEN II #shopeefeedgiveaway,4
381454398.0,Handphone dan Baju😊 #shopeefeedgiveaway,4
1903894731.0,"MAU ❤️ Bismillah semoga rejeki q, Aamiin 🤲. Yuk guys ikutan @momazka25@anisavirzia@anie5afria@rafankhurota@kayyisaai #shopeefeedgiveaway",4
139552891.0,Puzzle B #1212GiveawayFeed @adityaazka202,4
92667728.0,When I Am Older - Josh Gad#1212birthdaysale #1212shopeetraktiriphon #frozen,4
1932442354.0,"Cek juga kakak @nugrahaharry80 :) ada bnyak produk dari kulit asli garut nya ,orderan bnyak/custom untuk instansi ada hrga spesial 😍😍 gantungan nametag ,sarung/cover smartkey ,dompet kartu dan masih bnyak yg lainnya lhooo😍 skuuuy gaaass ke @nugrahaharry80 🥰🥰",4
1941345545.0,Bismillah Semoga Rezeki @galuh.patricia @kanza098 @dwiyuni17,4
208461016.0,MAU @wasti.achie @elsamo_ @nirmalatralalabeiibeh,4
1996459820.0,Hallo kak disini saya menawarkan jasa menaikan followers Shopee Untuk pemesanan bisa hubungi nomer whatsapp saya Whatsapp : 081224859881Price List Harga1000 Followers : Rp 50.0002000 Followers : Rp 100.0003000 Followers : Rp 150.000Dan untuk prosses menaikan followers hanya menggunakan unsername.Amanah aman terpercaya !!No tipu tipu !!,4
206978737.0,B#1212GiveawayFeed@luckyboyy19,4
1903894731.0,MAU ❤️ Bismillah semoga rejeki q @momazka25 @rafankhurota @anisavirzia,4
1922781815.0,@luay.ahmad @malikags   hadiah  SEPATU WANITA SP006 SNEAKER OLAHRAGA KEKINIAN warna pink Impian saya bisa membuka usaha kecil-kecil an apa lagi bisa menjual produk dari toko ini  dan yg pasti impian saya juga ingin  memenangkan giveaway ini😄😄 bismillah semoga menang 💪💪,4
1922781815.0,@robyatul.  @noviyantipuspitadewipengen hadiah  SEPATU WANITA SP006 SNEAKER OLAHRAGA KEKINIAN warna pink Impian saya bisa membuka usaha kecil-kecil an apa lagi bisa menjual produk dari toko ini  dan yg pasti impian saya juga ingin  memenangkan giveaway ini😄😄 bismillah semoga menang 💪💪,4
498084017.0,"Ada 7 warna kak 😊Me Ji Ku Hi Bi Ni U Mauu banget donk kakkk 😍😍Cantik bgt sprai nya, bkin ngiler deh 💕Yuk teman* follow kak @fenydiah30  dan ramaikan give away nya yuk 💃Siapa tau kita beruntung 😇@vikanailamaharani@sii.595 @lailamboh @desyratnasari26@laila_sftr123 @tridarmawatiningsih @renijambi #giveaway #shope1212 #spreihomemade",4
305943746.0,Warna BAJU dan warna HP #ShopeeFeedGiveaway,4
1903894731.0,MAU ❤️Bismillah semoga rejeki q @momazka25 @rafankhurota @anisavirzia,4
1903894731.0,MAU Kak ❤️ Bismillahirrahmanirrahim semoga rejeki q @momazka25 @anisavirzia  @kayyisaai,4
323929590.0,DONE @pettroll @aisyahnuha1 @silviadamayanti05 @sii.595 @riskiagustinbudiani,4
1987746097.0,"Besok bakalan ada open order koleksi yang super cakep pake BANGETTT , jangan sampe ketinggalan ya gaes",4
1903894731.0,MAU ❤️  Bismillah semoga rejeki q @momazka25 @rafankhurota @anisavirzia @anie5afria @kayyisaai @asep_rista,4
2040277417.0,B #ShopeeKpop #ShopeeID,4
426447945.0,"Perbedaanya : 1. Warna handphone, gambar pertama warna handphonenya merah & gambar kedua warna handphone nya biru. 2. Warna baju, gambar yang pertama baju bewarna orange sedangkan pada gambar kedua baju berwarna hijau tua. #ShopeeFeedGiveaway  Semoga menangg aminn..",4
498084017.0,MAUUU  💚💚💚mauu banget kakkk💕💕💕Yuk follow toko @chic_homedecor_ dan join giveaway nya yuk 💃💃💃@lailamboh@sii.595@vikanailamaharani@itsita0304   @renijambi #1212giveaway#hiasandinding#walldecorSemoga beruntung dapetin 😇,4
320861581.0,Warna baju Dan warna ponsel #shopeefeedgiveaway,4
1903894731.0,MAU ❤️ Bismillahirrahmanirrahim semoga rejeki q @momazka25 @anisavirzia @kayyisaai,4
147527794.0,"Semoga Laris dan Sukses terus ya kak 😍. Bantu Like dan Komen balik di postingan @surenshop_  ya kak,mksih 👍",4
302473967.0,Handphone dan Baju#ShopeeFeedGiveaway#shopeefeedgiveaway,4
323929590.0,Mau @pettroll @wahyumendol @silviadamayanti05 @nisaaenunsafitry @asiiihhh @riskiagustinbudiani @wirdakamisna @sii.595 @furgandini @aisyahnuha1 @lailamboh,4
371654945.0,Handphone dan baju #ShopeeFeedGiveaway,4
198888136.0,"Ceki ceki yuk👉@susan_shopz👈 Ada perlengkapan rumah, peralatan sekolah, Aksesoris hp dll 🙌 Harga promo👍",3
1142472703.0,Yuk kak cek koleksi sepatu wanita lucu hanya 35.000 aja di @graciasstore,3
1944589344.0,Warna baju dan warna handphone 😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤ #ShopeeFeedGiveaway 😊,3
1138036433.0,B #1212GiveawayFeed,3
1705289277.0,"Bingung cari sepatu Pantofel, Snekers & Safety Boots🤯🤯Kunjungi saja @sepatu_gue_store .. Dijamin dari kulit asli lhoo..😍😍",3
1941345545.0,MAU 37 @kanza098 @dwiyuni17,3
198888136.0,"Kepoin yuk👉@susan_shopz👈 Ada perlengkapan rumah, peralatan sekolah sampai aksesoris hp dll loh 👍 Harga terjangkau 😉",3
1100491686.0,Warna baju dan handphone #shopeefeedgiveaway,3
1952537400.0,B #1212giveawayfeed @mayadwi02,3
1029690689.0,"MASKER HERBALYuk gaes ramaikan, jangan lupa follow dulu@melati.v05@siti.kholifah78@lailamboh @wahyumendol@asiiihhh @robyatul. #giveaway",3
1941345545.0,"7 warna (MErah, JIngga, KUning, HIjau, BIru, Nila, Ungu) @kanza098 @galuh.patricia @rositamilenia @rezarzakiyah_21 @nadlofakamalfatimah",3
1098216622.0,Warna baju (orange & hijau) dan warna handphone (merah & biru) #shopeefeedgiveaway,3
323929590.0,Done #zestosfreeheejab,3
967062621.0,"Semoga @nuansaofficialshop semakin sukses,lancar dan tokonya banyak peminat nya .. Amin 😇😇😇Asal Kota : Kediri@devis84 @yuhuww",3
1802360497.0,Wish me luck 💜Mau 💜Ikutan yuk@zauharry@ninunurhikmah@ripsahsany@liasantika11@karlina1227@mellanmeyna,3
985923842.0,Luxury_shoes Jual sepatu wanita import berkualitas ikuti toko kita dapat claim vocher @luxury_shoes,3
1006601298.0,MAU @amyaniayam @fitriicokicoki @sestuwida @ilfaahmad28 @is1999 @aiylarasyid123 @nizarnurdiansyah08 @nur_hamiyah,3
1006601298.0,MAU Kak Bismillah semoga beruntung.... @amyaniayam @fitriicokicoki @is1999 @aiylarasyid123 @nizarnurdiansyah08 @nur_hamiyah @Firdajasmen18 @muhammadnurtiyan @acaah24,3
299608595.0,MAU,3
1006601298.0,MAU kak bismillah semoga beruntung.. Dan semoga Usaha nya tambah lancarr😍😍😍😍... @amyaniayam @fitriicokicoki @is1999 @aiylarasyid123 @nizarnurdiansyah08 @nur_hamiyah @Firdajasmen18 @muhammadnurtiyan @acaah24,3
1786581301.0,Laptop #Shopee1212BrithdaySale#1212GiveawayFeed @MeyanKusniawan,3
250332566.0,SIAP,3
1903894731.0,"MAU Kak ❤️ Bismillah semoga rejeki q, Aamiin 🤲. Yuk guys ikutan @momazka25@anisavirzia@rafankhurota@anie5afria@kayyisaai",3
243681243.0,Mampir ke toko kita yuks...@winnietifa banyak makeup branded yg murah murah lho...💋💋💋,3
1008873522.0,Mau smartphone@hayatulfadli#1212giveawayfeed,3
1009409921.0,Kaos dan Hp #ShopeeFeedGiveaway,3
227655498.0,Baju dan handphone #shopeefeedgiveaway,3
1773262650.0,Ada 2 perbedaan yaitu warna handphone dan warna baju,3
1178671413.0,Bismillah semoga rezeki @azvi_vivin @imeldapasirian @ikenurmaidah10 @melindaratna @puputmirawati123,3
1748259577.0,"Follow dan belanja di @useshoes_em kualitas premium, perfect kick, dan original.",3
1742288021.0,Sepatu wanita murmer @sepatuwokeh.id claim voucher dan diskon!,3
1737184620.0,MAU ❤ @syafaa0 @aniskurmiasih @lulasafitri,3
1731383741.0,B #1212GiveawayFeed @joyyya,3
1178671413.0,Ayo ikutan @azvi_vivin @imeldapasirian @ikenurmaidah10 Mau SlingBag,3
1987746097.0,"Sebelum bobok kepoin dulu koleksinya @dyn_clothingline biar kebawa mimpi dapat baju yang diidamkan ,, siapa tahu jadi kenyataan",3
1178671413.0,Bismillah semoga rezeki @azvi_vivin @imeldapasirian @ikenurmaidah10 Mau SlingBag,3
1357834209.0,Masker yg Best Seller banyak yg dicari dijamin 100% original distributor resmi cuma di @dyn_clothingline jangan diragukan lg😉😉,3
1996459820.0,Hallo kak disini saya menjual jasa menaikan followers shopeeFollowers real aktifUntuk pemesanan bisa hubungi whatsapp saya Whatsapp ; 081224859881Cara order hanya menggunakan unsername shopee sajaDan untuk prosses 10 menit followers langsung masuk.Untuk pembayaran via transfer/pulsa.Pembayaran setelah followers masuk.Anda puas kami pun senang !!,3
2003481605.0,"Lagi cari kemeja/blouse mango, zara, calvin klein dengan harga 100rban tapi 💯% original? Cuma ada di @saniyyaalzahra",3
1582073052.0,"Bismillah,, FROZEN II #ShopeeFeedGiveaway",3
79874351.0,Mantap 😉👍,3
1374033103.0,Mau banget dong kak dapet jaket yg supeerr duperrr baguss dan kechee itu😍😍@laila_sftr123 @sii.595 @entik95 @soelikaa @fitri08565 #q81shop #giveaway,3
2021787343.0,B #shopeeKpop #shopeeid,3
1548879862.0,B #1212GiveawayFeed @rrghufrona,3
1382085900.0,"Burung kakak tua hinggap di jendela, Cari peralatan sekolah murah, udah pasti @griyatk solusinya 🤩👌",3
55051108.0,Past respon via apa kak?,3
2027612971.0,C. SAMSUNG GALAXY NOTE 10 PLUS AURA GLOW WHITE#ShopeeFeed,3
1394982757.0,done #chikogiveaway,3
41403772.0,Untuk grosir min belanja berapa mbk..?,3
2033134590.0,Bismillah@riyan_r1m@muhammadronaldi2000@dianwintercoming14Ig diar_handani69,3
39043907.0,Handphone dan Baju #ShopeeFeedGiveaway,3
2033197049.0,𝐘𝐮𝐤 𝐬𝐢𝐚𝐩𝐢𝐧 𝐚𝐦𝐩𝐥𝐨𝐩 𝐰𝐞𝐝𝐝𝐢𝐧𝐠 𝐜𝐮𝐦𝐚 𝐝𝐢 @𝐫𝐢𝐳𝐚𝐥𝐦𝐚𝐡𝐟𝐮𝐝𝐢𝐧. 𝐁𝐚𝐧𝐲𝐚𝐤 𝐤𝐨𝐥𝐞𝐤𝐬𝐢 𝐥𝐨𝐡,3
1502434172.0,"Mampir moms, byk baju anak murah branded lagi, all items SALE 20%...yuuu 🤩🤩🤩",3
1427021129.0,"Flash sale totebag harga 15ribu, yu cek toko kita untuk liat flash sale nya di @geko.store",3
1427021129.0,"Totebag resleting dan perekat harga mulai dari 14ribu loh, Yu buruan cek toko kita @geko.store :)",3
1433750572.0,Warna Handphone dan bajunya #ShopeeFeedGiveaway,3
1496795891.0,B#1212Giveawayfeed,3
1444563121.0,Baju dan handphone 😊 #shopeefeedgiveaway,3
30041354.0,Promo akhir tahun diskon sampai 80% produk blouse tunik gamis syari dewasa & anak,3
1475640295.0,Bismillahirrahmanirrahim #1111fashiongiveaway @muhammadassadhilallulfitri,3
1996459820.0,Hallo kak disini saya menjual jasa menaikan followers shopeeFollowers real aktifUntuk pemesanan bisa hubungi whatsapp saya Whatsapp ; 0812248598811K hanya 50rbCara order hanya menggunakan unsername shopee sajaDan untuk prosses 10 menit followers langsung masuk.Untuk pembayaran via transferPembayaran setelah followers masuk.Anda puas kami pun senang !!,3
1357834209.0,MAU BAJU GRATIS💕💕MAU BAJU GRATIS💕💕MAU BAJU GRATIS💕💕,3
1967927782.0,baju dan handphone 😊 #ShopeeFeedGiveaway,3
1357834209.0,Blazernya keren....cantik realpict....Best Seller banget bahan berkualitas harga terjangkau....pokoknya kece abis koleksinya @dyn_clothingline,3
155568723.0,Kak open dropship nggak? Syaratnya apa?,3
147527794.0,"Semoga Laris terus ya kak ❤️❤️ 😍. Bantu Like dan Komen balik di postingan @surenshop_ ya kak,mksih 👍",3
1987746097.0,"Semua produk @dyn_clothingline realpict , jadi gak usah ragu belanja disini 😘",3
1212260392.0,Warna baju dan warna hp #shopeefeedgiveaway,3
1989580107.0,Bismillah....mau bgt @khumaira_30 @wulanfea @datinzot82,3
127048425.0,Perbedaan warna hp dan warna baju #shopeefeedgiveaway,3
1691616835.0,Ayo teman2 claim voucher @wildanrafik1  dan custom jersey mu sekarang😘😘☺️,3
1231221653.0,C. Sajo Gochujang,3
1679654441.0,Warna baju dan warna handphone #shopeefeedgiveaway,3
126795021.0,"HI SISTA SY,  @levinshop silahkan diliat2 lapak sy y.. menjual TAS, KOSMETIK, CREAM, LOTION, BRA, BEDAK DLL..ADA ##XTRA GRATIS ONGKIR## DAN DISKKON PRODUKK.. DIJAMIN ORI.... HAPPY SHOPPING..",3
1246341882.0,cek toko kita @ran.official lagi ada GIVE AWAY sepatu senilai 500ribuan buruaaan ikutan....,3
1672765340.0,Mau,3
1658367632.0,Mau banget 😘😘 @nendenpuspita17 @rendynalacktax2159 @ovagenta #1212myfeed #giveaway,3
1260250252.0,MAU + 1 @nendenpuspita17 @rendynalacktax2159,3
1645492211.0,Mauuu kaaa. Mau tas ransel TP083 dan sepatu SP005 warna hitam. Dari dulu kepengen punya tas sama sepatu dari @elvicolletion. Tapi blm ada rezekinya. Aku juga selalu ikut giveaway @elvicolletion. Bismillah semoga rezekinya di giveaway ke3 aminnnn🙏🙏.Yuk ikutannnn.. @meeng_@kanzul_arsayh06@fayza2226@adindafauziah22@novitaayu30@lailamboh@fitri080717#1212MyFeed #Giveaway #fashion,3
1989580107.0,Mau...@wulanfea @mulandoang @khumaira_30🧡,3
1290451778.0,"Kaos anak murah tapi ga murahan mulai dari Rp.9.500,- bisa lihat video untuk cek kualitasnya kak @elstars",3
125048369.0,Saya menjual HOT ITEM!!! SUper sale...SANDAL ELMO seharga Rp4.000. Ayo beli di Shopee! https://shopee.co.id/product/12503533/3206646848?smtt=0.0.9,3
1989580107.0,Mau...@wulanfea @queendani19 @rullyutari12 😊,3
1996459820.0,Hallo kak disini saya menjual jasa menaikan followers aktif shopeeUntuk pemesanan bisa whatsapp ke nomer saya kakWhatsapp : 081224859881Cara order hanya menggunakan unsernameDan prosses followers hanya 10 menit langsung masuk.Aman Amanah Terpercaya!!!,3
107094615.0,"ada parfum pemikat lawan jenis lo, coba cek @kogalaya",3
100189688.0,Follow @riawidya88 dptkan vouvher belanja piyama anak remaja dewasa jumbo merk anne claire dan lilywhite juga ada buku anak termurah ya,3
93484349.0,A #ShopeeKpop #ShopeeID,3
323929590.0,Mau @pettroll @wahyumendol @silviadamayanti05 @nisaaenunsafitry @asiiihhh @riskiagustinbudiani @wirdakamisna @sii.595 @furgandini @aisyahnuha1,3
1006601298.0,❤ MAU  ❤@amyaniayam@isma_mufida @sestuwida @aiylarasyid123 @nizarnurdiansyah08 @nur_hamiyah @fitriicokicoki @is1999 @imamramadan006,3
641748471.0,Warna BAJU dan Warna PONSEL #ShopeeFeedGiveaway,3
409698109.0,Kak Buka pendaftaran reseller ndak y?,3
1903894731.0,"MAU ❤️ Bismillah semoga rejeki q, Aamiin 🤲. Yuk guys ikutan @momazka25@anisavirzia@anie5afria@rafankhurota@kayyisaai",3
599899732.0,Done,3
738648711.0,Baju dan HP #ShopeeFeedGiveaway,3
464865543.0,Bebas minyak @ikanrmlprtm16 @intanberthaa @risadwrydi @khairilbasyir @gestiara,3
401930445.0,😄Koleksinya real pict semua lho say keren banget pokoknyaa @dyn_clothingline  😍😍😍😍,3
323929590.0,Suka,3
498084017.0,"""MAU DONG ""😍😍Yuk ikutann!! 💕@vikanailamaharani@lailamboh @desyratnasari26 @renijambi #1212shopeetraktiriphone #shopeefeedgiveaway #giveaway",3
569011677.0,Handphone & Baju#ShopeeFeedGiveaway,3
323929590.0,Semoga beruntung..ayo ikutan @pettroll @wahyumendol @silviadamayanti05 @nisaaenunsafitry @asiiihhh @riskiagustinbudiani @wirdakamisna @sii.595 @furgandini @aisyahnuha1,3
1820737204.0,Baju dan handphone #shopeefeedgiveaway,3
543530471.0,MAU @wildanbl @qomqomaria @dinakamila20 bismillah semoga beruntung,3
1818189712.0,"Followers shopee nya dan produk terjual shopee nya ka , cek di toko kami @mediashop2017",3
420874348.0,Yang tepat adalah Jalan B@irsyadmaulana959  #1212GiveawayFeed #ShopeeFeed 💖 #Shopee1212BirthdaySale  🎉🎉🎁,3
1903894731.0,"MAU  Dong ❤️ Bismillah semoga rejeki q, Aamiin 🤲 . Yuk guys ikutan@momazka25@anisavirzia@anie5afria@rafankhurota@kayyisaai #1212shopeetraktiriphone",3
1903894731.0,MAU Kak ❤️ Bismillahirrahmanirrahim semoga rejeki q @momazka25 @rafankhurota @anisavirzia @anie5afria @kayyisaai,3
352502928.0,HP dan BAJU #ShoopeFeetGiveAway,3
1903894731.0,DONE ❤️ Bismillah semoga rejeki q @momazka25 @rafankhurota @anisavirzia @anie5afria @kayyisaai,3
1903894731.0,MAU ❤️ Bismillah semoga rejeki q @momazka25 @rafankhurota @anisavirzia @anie5afria @kayyisaai @asep_rista,3
488335766.0,"CEK TOKO KAMI YUK KA,,TERSEDIA PRODUK HEALTH&BEAUTYADA TAS ,,DOMPET ,,JAM TANGAN SOPHIE PARIS HARGA DISKON 30% hingga 50% JGN LUPA FOLLOW YA,, 😉 @dndmsishop",3
1903894731.0,MAU  BOGOR ❤️ Bismillahirrahmanirrahim semoga rejeki q @momazka25 @anisavirzia @rafankhurota @anie5afria @kayyisaai #1111kompetisi,3
1903894731.0,MAU ❤️ Bismillah semoga rejeki q @momazka25 @rafankhurota @anie5afria @anisavirzia @kayyisaai,3
374942921.0,B #1212GiveawayFeed @yollandagracee,3
1903894731.0,MAU ❤️ Bismillah semoga rejeki q @momazka25 @anisavirzia @rafankhurota,3
1848813045.0,"Skincare dambaan untuj para pejuang Acne Scars,ini sumpah bgus bgt udh gtu di jadiin GA dong dri @kbeautylx.id aaa im so excaited😍 wish me luck @doniiii111 @sisillia_ani70 @yaaaadh @yuuurii @amattttt #kbeautylx",3
583213618.0,Hi cek toko kami yuk @qhuina baju import serba 40K dan Tersedia celana kolor langsung dari konveksi kami dengan harga super paling murah meriah.....!!!!!,3
1903894731.0,MAU Warna Hitam ❤️ Bismillah semoga rejeki q @momazka25 @rafankhurota @anisavirzia @anie5afria @kayyisaai,3
1826795186.0,Cek toko kami yu say.Harga dijamin murah Barang memuaskan. Ada produk pembesar payudara juga loh @silviaherbalstore,3
1903894731.0,"MAU Yang A ❤️ Bismillah semoga rejeki q, Aamiin 🤲. Yuk guys ikutan @momazka25@anisavirzia@anie5afria@rafankhurota@kayyisaai",3
853844394.0,"CEK TOKO KITA @mestore9 BANYAK PERABOT RUMAH TANGGA YANG LAGI DISKON❗GRATIS ONGKIR Rp0, PENGIRIMAN DARI BANJARNEGARA , JAWA TENGAH 🆙🆙",3
401930445.0,💕💕💕💕💕💕Selalu takjub sama koleksi2 kak @dyn_clothingline 😘😘😘,3
490841713.0,Baju dan handphone #ShopeeFeedGiveaway  #ShopeeFeed,3
355261376.0,Bismillah semoga dapet @larass9 @ikeoktavianak @agyandantii @17_dhea @isnanaps #beatricegiveaway,3
1903894731.0,MAU Kak ❤️ Bismillahirrahmanirrahim semoga rejeki q @momazka25 @anisavirzia @kayyisaai @anie5afria @rafankhurota,3
1903894731.0,MAU Kak ❤️ Bismillahirrahmanirrahim semoga rejeki q @momazka25 @anisavirzia @rafankhurota,3
780066062.0,Bismillah warna baju dan warna handphone#shopeefeedgiveaway,3
1903894731.0,"MAU Yang A ❤️ Bismillah semoga rejeki q, Aamiin 🤲. Yuk guys ikutan@momazka25@anisavirzia@anie5afria@rafankhurota@kayyisaai",3
1808448403.0,Bismillah semoga beruntung @nurulbaidoh @wildimaliki15 @vinisihombing28 @afniaaf8 @fauziag231 #beatricegiveaway,3
1903893064.0,"Yuk kak cek toko kami @sitirahmawati5684 ada berbagai sabun,dari sabun laundry, parfum laundry dkk. Ada juga Snack jamur juga ya kak.",3
433771326.0,Baju dan Handphone #ShopeeFeedGiveaway,3
927817669.0,BAJU dan HANDPHONE #ShopeeFeedGiveawayBAJU dan HANDPHONE #ShopeeFeedGiveawayBAJU dan HANDPHONE #ShopeeFeedGiveaway,3
650637977.0,Baju dan Hp #ShopeeFeedGiveaway,3
1903894731.0,MAU ❤️ Bismillahirrahmanirrahim semoga rejeki q @momazka25 @rafankhurota @anisavirzia,3
522283190.0,MAU #shopeefeed,3
1903894731.0,MAU Yang A ❤️ Bismillahirrahmanirrahim semoga rejeki q @momazka25 @anisavirzia @rafankhurota,3
498084017.0,MAUUU 😍😍😍Mau banget kakkk 💚Yuk gais follow @badunkshop dan ramaikkkan giveaway nya yukk 💃💃💃💃@sii.595 @lailamboh @vikanailamaharani @tridarmawatiningsih@laila_sftr123 Semoga nnti beruntung dapetin giveaway dr toko kakak😇#shopeegiveaway #giveaway#shopeefeed,3
1808448403.0,Bismillah semoga beruntung @nurulbaidoh @wildimaliki15 @vinisihombing28 @dwifauziahulfa @ramawani1999 #beatricegiveaway,3
927817669.0,BAJU dan HANDPHONE #ShopeeFeedGiveaway,3
1903894731.0,"MAU ❤️ Bismillah semoga rejeki q, yuk ikutan  @momazka25 @rafankhurota @anisavirzia @anie5afria @kayyisaai",3
1808448403.0,Bismillah semoga beruntung @nurulbaidoh @wildimaliki15 @vinisihombing28 #1111fashiongiveaway #rekomendasiinfluencer #fashion,3
